x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,avanza
4.2,69.0,2,2,0,49,5,4,3,3.32,38.3,4,2,0.6,9.3,19.0,1,3.0,0
0.5,49.0,3,7,0,30,1,2,0,3.93,88.8,6,1,2.3,1.0,40.0,0,4.0,0
4.8,50.0,4,1,1,25,1,2,2,3.63,30.6,6,2,3.0,10.0,87.0,0,7.0,0
23.1,50.0,3,0,1,41,4,8,1,3.85,87.1,0,2,2.5,8.1,50.0,1,6.0,1
0.8,67.0,3,1,0,39,3,5,1,3.99,39.0,2,2,2.3,36.6,67.0,1,9.0,1
3.7,56.0,3,2,0,30,2,1,1,3.34,57.8,5,2,4.0,4.6,53.0,1,4.0,0
10.5,72.0,3,5,0,36,2,7,1,3.13,28.6,0,2,4.3,1.0,76.0,1,3.0,0
6.8,22.0,1,1,1,39,3,4,2,3.43,80.9,5,0,4.8,17.1,47.0,0,5.0,0
6.0,52.0,4,2,0,37,6,9,3,4.15,84.4,3,1,5.7,2.2,53.0,0,5.0,1
6.1,48.0,3,1,0,39,6,9,1,3.95,80.9,2,2,7.2,9.4,63.0,1,5.0,0
2.2,61.0,3,2,1,30,3,2,0,3.64,64.0,4,1,3.4,2.9,73.0,0,8.0,0
1.7,57.0,4,1,0,40,6,1,3,4.59,30.5,4,2,0.3,9.3,22.0,1,1.0,0
8.3,77.0,3,0,0,35,2,1,3,,63.6,3,2,1.8,10.4,58.0,0,5.0,1
8.3,37.0,3,1,1,31,5,10,1,4.22,96.0,3,2,0.0,13.0,37.0,1,7.0,1
10.1,66.0,4,4,1,33,2,5,1,3.51,64.8,1,1,3.6,5.6,49.0,1,4.0,1
12.2,73.0,4,0,1,34,4,3,0,4.21,95.6,5,2,14.8,1.0,42.0,1,3.0,1
3.6,93.0,3,2,0,22,3,6,1,3.94,30.5,1,2,7.0,10.9,16.0,0,2.0,0
3.5,58.0,2,3,1,29,2,4,1,3.51,84.6,2,3,2.7,24.0,66.0,0,2.0,0
8.0,70.0,3,1,1,36,5,1,3,3.76,71.8,0,2,4.9,8.9,30.0,0,3.0,1
5.2,38.0,3,2,0,23,2,3,0,3.38,81.9,0,1,5.4,3.5,49.0,0,4.0,0
6.1,29.0,3,3,1,29,6,9,1,3.51,71.1,5,2,3.6,6.4,48.0,1,6.0,1
7.9,78.0,4,4,0,56,2,1,2,3.34,48.0,2,0,8.7,9.3,38.0,1,8.0,1
11.0,65.0,4,3,1,25,1,6,1,4.18,68.7,2,2,1.6,1.1,60.0,1,7.0,1
2.1,83.0,4,5,1,32,5,9,1,3.77,93.2,6,3,4.5,10.1,45.0,1,7.0,1
2.4,44.0,3,1,1,27,3,1,3,3.42,41.8,3,2,0.3,1.4,39.0,0,7.0,0
0.5,73.0,4,2,0,34,3,8,2,4.01,95.2,1,1,0.6,2.4,28.0,1,6.0,0
4.3,93.0,3,2,1,28,1,1,3,3.8,4.9,3,1,11.2,6.0,36.0,1,3.0,1
0.2,71.0,2,2,0,33,3,9,0,4.22,1.4,3,3,3.1,19.3,56.0,1,2.0,0
3.1,69.0,1,3,1,29,3,4,0,3.85,49.4,2,3,5.6,20.8,20.0,0,6.0,0
3.9,65.0,3,2,1,44,3,7,3,3.23,84.9,1,3,8.1,4.0,75.0,1,2.0,1
1.7,41.0,4,2,0,36,4,8,0,3.6,24.8,2,2,10.9,9.3,48.0,0,4.0,1
4.5,85.0,3,5,0,26,4,4,2,3.34,69.3,4,1,0.4,1.2,37.0,1,3.0,1
0.2,56.0,3,2,1,43,6,8,1,4.03,54.7,3,0,4.8,50.0,59.0,0,2.0,0
0.2,73.0,5,2,0,26,4,5,1,4.23,29.1,5,3,4.0,12.7,44.0,0,3.0,1
8.6,42.0,1,3,1,22,3,6,2,3.18,28.6,5,1,3.7,3.0,63.0,1,3.0,0
2.2,47.0,4,1,0,35,3,4,2,3.75,7.3,2,1,0.6,27.6,34.0,0,3.0,0
0.7,87.0,3,3,1,52,3,10,3,4.26,53.6,4,2,5.9,5.2,35.0,1,0.0,1
3.7,60.0,1,1,0,22,2,4,1,3.18,45.0,2,1,1.5,3.9,59.0,1,5.0,0
7.3,87.0,4,2,1,23,3,4,2,3.63,28.9,4,2,1.0,4.2,68.0,1,2.0,0
1.2,64.0,2,2,1,42,4,6,1,3.8,97.0,2,2,4.9,8.0,53.0,0,5.0,0
4.9,37.0,3,2,1,29,5,8,2,4.23,81.8,3,2,1.0,1.0,53.0,1,4.0,0
0.4,78.0,3,2,0,41,4,8,0,4.02,52.5,2,2,2.8,12.6,37.0,1,3.0,1
0.3,56.0,2,5,1,27,3,4,1,,52.2,4,0,1.5,35.4,42.0,1,2.0,0
3.8,75.0,1,3,0,36,3,3,0,4.04,19.4,1,2,,20.3,40.0,1,5.0,0
3.9,65.0,2,0,1,51,4,1,1,3.65,64.9,0,2,12.3,20.0,69.0,0,1.0,0
5.1,42.0,2,1,1,24,4,10,2,4.46,95.4,1,3,7.0,17.8,71.0,1,5.0,0
6.5,67.0,4,1,0,44,4,4,1,,89.8,2,1,2.0,5.3,58.0,1,1.0,1
18.6,98.0,3,0,0,41,1,2,2,3.0,8.5,2,2,0.7,2.5,80.0,1,1.0,1
3.6,72.0,3,2,0,22,4,5,1,3.08,5.3,6,2,4.8,4.5,59.0,1,2.0,1
2.0,64.0,3,4,1,40,4,4,0,3.75,96.1,6,2,9.4,2.3,68.0,1,2.0,0
7.9,81.0,4,3,1,36,1,2,1,3.67,20.0,5,1,2.1,22.8,47.0,1,3.0,1
1.6,68.0,4,0,0,36,2,4,3,3.59,55.0,7,3,0.2,6.6,48.0,0,6.0,0
2.9,68.0,3,1,0,38,4,2,3,3.86,7.5,2,3,,20.1,48.0,0,,1
0.4,49.0,4,3,1,32,3,5,1,4.28,84.3,6,3,1.9,4.1,36.0,1,2.0,1
0.1,69.0,3,3,0,36,4,4,0,3.98,11.8,1,1,2.8,1.9,43.0,0,1.0,0
16.4,81.0,3,2,0,37,2,3,0,4.06,64.4,4,1,1.4,24.5,55.0,1,3.0,0
9.0,52.0,3,1,0,42,1,2,2,3.37,5.7,6,3,2.7,19.2,41.0,0,3.0,0
6.0,86.0,3,1,0,22,2,3,2,3.59,15.7,7,0,12.8,9.7,58.0,0,2.0,0
2.6,64.0,3,0,1,47,3,2,1,4.08,51.2,2,2,0.3,1.6,39.0,0,3.0,0
1.0,52.0,3,3,1,25,3,4,1,3.84,4.6,3,1,,4.9,38.0,0,2.0,0
0.9,80.0,5,2,0,42,5,6,3,3.99,19.6,3,2,2.4,1.0,50.0,1,,1
1.4,61.0,4,2,1,36,4,5,1,4.05,13.6,3,3,4.2,27.4,19.0,1,5.0,1
4.0,76.0,3,3,0,23,6,8,2,3.87,4.1,3,1,13.9,3.3,66.0,1,4.0,1
6.3,61.0,3,1,1,40,1,4,1,4.43,97.1,0,1,2.5,8.9,61.0,1,6.0,0
5.4,64.0,3,1,0,26,2,4,2,3.59,45.0,5,2,0.4,34.1,62.0,1,4.0,1
1.6,72.0,2,3,1,45,1,3,1,3.47,85.9,4,0,7.0,11.7,61.0,0,6.0,0
15.5,69.0,3,3,0,29,3,3,2,3.09,35.8,3,0,1.2,11.7,48.0,1,3.0,1
6.7,35.0,3,3,0,22,2,3,2,4.1,4.3,3,3,9.4,21.5,54.0,1,7.0,0
4.0,48.0,1,1,1,49,4,10,1,3.57,69.6,1,3,0.3,14.2,56.0,0,5.0,1
4.7,79.0,4,0,0,37,2,1,1,4.31,3.9,8,2,1.0,8.0,28.0,1,3.0,1
2.7,63.0,3,3,1,43,2,1,1,3.9,55.3,3,2,13.8,1.6,53.0,1,5.0,1
1.4,57.0,3,2,1,27,3,4,3,3.66,13.9,3,3,8.5,8.2,44.0,0,6.0,0
2.2,45.0,2,2,1,22,3,5,3,3.38,67.1,0,0,1.0,2.4,78.0,0,8.0,1
7.1,49.0,2,3,0,50,4,4,2,4.14,89.3,4,1,6.0,8.1,47.0,0,4.0,0
0.1,35.0,4,2,0,35,4,8,0,3.78,95.6,3,2,0.4,1.0,48.0,1,0.0,0
0.6,63.0,3,6,1,39,2,3,0,3.91,52.8,6,1,0.7,5.2,32.0,0,2.0,0
0.2,56.0,5,1,0,41,4,3,3,4.04,53.3,3,1,0.8,1.0,44.0,1,8.0,0
0.2,51.0,5,3,1,32,3,10,3,3.91,3.8,3,1,0.2,1.9,18.0,1,3.0,1
9.7,64.0,3,3,1,37,3,2,0,3.46,77.0,1,2,2.7,14.2,78.0,0,2.0,1
6.1,70.0,3,1,1,49,1,1,2,4.01,95.6,6,1,2.0,44.9,59.0,0,10.0,0
3.2,96.0,4,1,1,35,4,3,2,4.13,43.8,1,1,3.6,10.0,44.0,0,7.0,1
0.5,42.0,5,1,0,43,1,1,1,3.94,79.4,2,2,4.7,2.2,58.0,0,2.0,0
3.4,82.0,3,1,1,22,2,5,1,4.05,79.7,4,1,3.6,5.7,36.0,1,9.0,0
3.2,80.0,4,3,1,45,1,2,2,4.09,78.6,6,2,1.3,3.2,47.0,0,2.0,1
1.0,53.0,4,2,0,22,3,7,0,3.64,75.9,4,3,0.3,1.0,33.0,1,8.0,1
2.8,68.0,3,2,0,44,4,7,0,3.63,21.5,5,2,5.3,29.3,27.0,1,2.0,0
2.5,58.0,3,0,1,39,5,6,0,4.69,75.1,2,2,1.5,9.4,61.0,0,4.0,0
4.8,68.0,4,1,1,34,4,5,3,4.33,14.4,4,0,1.1,1.9,48.0,1,0.0,1
5.0,88.0,3,5,0,34,6,9,2,3.78,71.3,1,0,4.7,16.4,24.0,1,3.0,1
0.2,74.0,1,0,1,33,4,9,2,4.07,0.4,2,0,2.3,2.3,38.0,1,0.0,0
2.3,73.0,3,2,0,28,2,1,2,3.42,91.9,2,2,0.9,2.8,70.0,1,2.0,0
4.9,59.0,2,5,1,33,3,4,3,3.56,82.7,3,2,5.8,11.0,39.0,1,3.0,0
3.5,43.0,3,1,1,55,3,9,0,3.3,68.3,2,2,6.6,6.7,59.0,0,3.0,0
9.7,62.0,4,1,0,47,3,3,0,3.91,9.4,2,1,16.9,27.0,39.0,1,3.0,0
5.4,83.0,1,2,0,27,3,3,1,3.92,82.5,3,0,2.5,10.9,54.0,1,7.0,0
0.9,42.0,3,1,1,37,4,6,3,4.23,87.5,2,2,0.1,2.4,58.0,1,3.0,0
0.4,49.0,3,0,1,36,1,2,1,3.72,68.8,2,3,2.9,7.7,40.0,0,7.0,0
5.1,67.0,3,3,0,34,4,5,2,4.23,97.6,4,2,0.1,15.6,48.0,1,1.0,1
0.1,50.0,3,0,1,26,2,5,1,4.06,9.3,6,2,11.8,11.0,55.0,1,4.0,0
4.4,53.0,3,1,0,39,1,3,1,4.78,70.9,4,2,0.8,4.6,41.0,1,1.0,0
14.1,59.0,2,2,0,43,3,5,0,4.47,52.5,1,3,10.4,5.9,47.0,0,5.0,1
4.3,45.0,3,2,1,27,3,4,1,4.4,14.6,3,0,12.0,13.1,36.0,0,7.0,0
2.5,50.0,3,0,0,53,1,5,1,4.13,65.8,3,3,6.0,8.8,52.0,0,5.0,0
5.2,76.0,3,3,1,49,3,7,2,3.44,80.0,2,3,0.4,1.0,66.0,0,6.0,1
3.1,45.0,4,2,1,40,3,3,2,3.92,16.5,7,3,3.3,9.5,33.0,1,4.0,1
3.9,41.0,3,0,1,24,1,2,3,4.7,79.3,0,3,1.7,7.3,39.0,1,4.0,1
14.2,56.0,2,3,0,39,4,8,1,,9.3,2,2,6.9,20.2,19.0,1,1.0,1
2.4,76.0,3,3,1,38,2,2,2,3.47,59.1,5,0,1.4,1.4,58.0,1,3.0,0
16.2,62.0,3,2,1,40,4,5,3,3.93,79.8,2,3,2.4,1.0,26.0,1,6.0,1
11.8,58.0,3,4,0,49,3,4,0,3.4,14.6,2,0,3.4,20.6,58.0,1,4.0,0
1.1,66.0,3,1,0,33,3,3,2,3.46,57.2,0,2,0.1,2.8,59.0,0,4.0,0
0.4,39.0,3,2,1,53,5,7,2,3.97,42.5,0,1,,1.0,64.0,1,6.0,0
0.5,72.0,4,3,0,39,4,8,1,4.1,60.7,7,0,1.7,3.0,56.0,0,8.0,0
0.1,71.0,4,2,1,32,4,5,0,3.48,42.4,2,1,3.0,26.1,27.0,1,6.0,0
0.5,59.0,3,4,1,57,2,3,1,3.58,25.1,3,2,0.5,2.3,48.0,1,2.0,0
5.7,80.0,3,1,0,42,1,1,2,3.23,25.4,3,0,1.6,4.6,53.0,1,6.0,1
0.4,48.0,3,1,0,31,4,3,0,3.75,86.5,8,0,3.5,11.3,58.0,0,3.0,0
1.9,82.0,4,5,0,36,3,1,1,3.02,15.6,1,2,3.4,2.4,59.0,0,5.0,1
9.3,67.0,4,3,0,41,5,1,2,3.68,12.3,1,0,0.7,12.4,44.0,0,7.0,1
0.1,60.0,2,2,1,34,3,5,1,3.83,9.7,0,3,2.1,14.7,48.0,1,4.0,1
8.4,65.0,2,5,0,36,3,5,0,3.1,7.4,2,3,2.9,3.2,49.0,0,5.0,0
1.7,63.0,3,4,0,28,3,4,1,3.4,1.4,3,2,0.3,1.2,31.0,1,,0
0.6,83.0,2,4,0,22,4,10,3,3.78,16.0,1,0,3.7,6.2,35.0,1,3.0,0
6.0,49.0,3,5,1,36,2,2,1,3.72,19.3,4,2,1.1,14.4,49.0,1,3.0,0
5.0,54.0,2,3,0,36,5,10,1,3.74,27.0,0,2,10.1,20.2,37.0,1,4.0,0
10.5,81.0,3,3,1,40,3,3,0,3.92,12.4,4,2,1.3,1.0,28.0,1,2.0,1
6.6,56.0,4,1,1,30,4,3,1,3.13,9.4,5,3,6.2,9.2,27.0,1,4.0,1
8.1,79.0,5,5,0,23,3,6,2,4.08,54.1,4,3,3.5,3.6,60.0,1,2.0,1
1.7,90.0,3,8,0,26,4,1,3,3.67,71.9,6,1,4.6,6.5,55.0,1,6.0,1
1.0,59.0,3,0,1,45,1,1,2,3.56,63.0,2,2,9.3,9.0,52.0,0,7.0,0
6.9,75.0,4,2,1,29,4,3,1,3.05,55.7,2,2,7.5,15.9,45.0,1,5.0,1
8.2,48.0,2,0,0,31,3,3,1,3.69,44.1,4,3,0.5,1.0,41.0,0,4.0,0
23.3,76.0,3,0,1,32,3,5,0,4.0,63.4,3,2,10.9,2.2,20.0,0,4.0,1
2.7,68.0,3,2,0,29,2,4,0,3.86,90.2,5,2,0.6,11.5,59.0,0,2.0,0
2.3,72.0,3,0,0,29,4,4,2,3.87,62.7,4,2,1.5,7.0,44.0,0,5.0,0
7.5,55.0,3,2,1,27,2,2,1,3.66,6.1,6,1,3.0,2.8,59.0,1,,1
2.1,40.0,2,2,0,48,2,5,0,3.78,57.0,2,0,10.8,1.0,36.0,1,6.0,0
13.4,73.0,3,3,1,41,2,1,1,3.36,52.4,6,1,3.9,29.6,75.0,1,3.0,1
9.8,34.0,3,1,1,46,1,4,1,3.8,45.2,3,1,8.3,5.4,53.0,0,3.0,0
2.8,60.0,3,1,1,48,4,9,2,3.6,56.9,4,1,11.4,6.3,48.0,1,6.0,0
6.9,79.0,2,0,0,22,2,2,1,3.35,67.3,2,3,5.5,1.0,35.0,0,4.0,0
7.0,68.0,4,4,0,38,2,1,2,4.1,3.7,3,0,2.6,16.1,52.0,0,5.0,1
0.5,94.0,3,1,0,30,3,10,2,3.17,48.0,4,3,2.0,50.0,59.0,0,,0
11.6,80.0,3,1,0,45,3,4,0,4.01,81.7,3,0,1.3,46.0,16.0,0,3.0,0
3.5,55.0,3,2,0,28,3,4,3,4.03,53.1,2,0,2.8,4.5,48.0,1,,1
8.8,65.0,3,0,1,26,3,5,0,3.59,6.8,4,3,0.2,39.0,48.0,1,3.0,1
1.9,64.0,2,2,0,22,3,3,1,4.21,77.5,1,3,1.0,6.3,57.0,1,4.0,0
11.3,41.0,3,2,1,32,3,10,3,3.58,94.1,4,1,1.8,5.9,25.0,1,3.0,0
2.5,51.0,2,2,1,43,4,1,0,3.56,85.2,1,0,7.7,21.4,62.0,1,6.0,0
0.1,57.0,2,0,1,37,1,3,1,3.32,36.3,5,1,1.9,18.8,61.0,0,6.0,0
11.8,34.0,3,4,1,24,5,9,3,3.8,53.5,3,2,1.1,7.7,62.0,1,6.0,1
0.5,66.0,3,5,0,54,2,3,2,3.42,59.1,3,1,6.1,7.1,40.0,1,3.0,0
1.9,61.0,3,2,0,41,4,5,1,3.48,71.6,0,1,11.5,41.5,67.0,0,4.0,0
15.0,40.0,3,1,1,42,3,10,2,3.77,66.6,1,3,6.0,6.3,38.0,0,3.0,1
15.0,71.0,3,1,1,47,2,6,3,3.79,19.9,2,3,0.5,23.7,18.0,0,1.0,1
4.3,76.0,3,2,0,22,4,4,1,4.3,84.3,0,3,,16.5,55.0,1,0.0,1
5.0,68.0,3,1,1,27,4,6,2,4.17,84.9,3,2,3.7,1.4,49.0,1,4.0,1
3.0,60.0,3,2,1,42,3,1,3,4.02,40.4,1,1,0.9,2.1,68.0,0,5.0,1
1.7,74.0,3,3,0,28,3,5,3,3.74,13.1,1,2,4.0,1.0,34.0,1,3.0,1
2.0,75.0,3,2,0,33,1,1,2,3.64,60.9,2,3,1.1,1.0,45.0,1,3.0,0
5.6,70.0,3,2,1,34,5,9,0,3.79,35.7,2,0,3.1,11.1,43.0,1,2.0,1
7.0,53.0,3,1,0,24,4,3,2,3.58,74.1,1,3,4.9,1.0,62.0,0,5.0,0
7.8,69.0,3,5,0,32,3,7,1,3.52,31.6,2,1,6.2,1.8,34.0,1,4.0,0
7.8,83.0,5,0,0,43,4,4,2,3.77,26.3,4,1,6.4,3.4,69.0,1,7.0,1
0.5,56.0,4,3,1,42,3,9,1,3.45,86.8,6,1,6.0,9.7,39.0,1,5.0,0
3.4,96.0,2,0,1,45,4,5,2,,61.6,6,3,0.6,3.1,43.0,0,5.0,0
0.3,57.0,1,2,0,44,3,8,1,4.18,8.6,0,1,18.2,6.0,51.0,1,5.0,0
4.0,65.0,1,3,0,39,3,6,3,3.25,68.9,5,1,5.9,5.2,35.0,1,4.0,0
2.9,55.0,3,2,0,38,1,9,0,3.38,75.3,2,2,0.4,6.1,56.0,0,4.0,0
10.9,68.0,2,2,0,37,6,9,0,4.31,23.5,4,3,4.8,31.7,54.0,1,3.0,1
2.2,39.0,3,2,0,29,4,7,2,3.64,96.8,3,0,2.5,42.0,41.0,1,2.0,0
0.6,57.0,4,3,0,26,4,4,1,4.35,37.3,2,2,2.2,1.0,54.0,1,4.0,1
0.8,49.0,3,2,0,29,3,5,1,3.33,94.1,3,3,4.5,1.4,55.0,0,4.0,0
7.2,67.0,3,0,1,32,2,2,3,3.83,29.4,2,3,0.7,1.0,59.0,1,2.0,1
4.8,80.0,3,1,0,29,3,1,2,4.11,60.9,7,3,24.0,5.9,67.0,0,2.0,0
0.5,75.0,3,4,0,39,4,7,2,3.44,51.8,5,3,3.1,22.9,56.0,1,7.0,0
0.4,29.0,4,2,0,37,5,6,0,4.47,99.2,5,1,3.6,19.3,57.0,1,8.0,0
6.0,96.0,4,2,1,38,2,2,2,3.64,40.8,0,1,2.2,5.3,33.0,0,4.0,1
0.4,69.0,4,1,0,38,4,4,1,4.0,17.9,5,3,3.7,16.7,27.0,1,3.0,1
8.6,53.0,3,1,1,46,4,3,1,3.53,83.3,7,2,4.4,46.3,42.0,1,2.0,1
6.1,67.0,3,2,1,35,2,1,3,4.4,4.2,3,1,1.7,2.6,55.0,0,5.0,1
0.4,68.0,2,1,1,44,3,4,2,3.92,88.5,1,2,2.5,39.9,56.0,0,5.0,0
0.4,55.0,3,1,1,40,2,1,3,4.64,11.1,4,1,1.2,17.7,12.0,1,1.0,1
21.6,68.0,3,3,0,45,4,5,2,4.27,57.2,4,2,5.9,1.5,52.0,1,2.0,1
2.3,56.0,3,3,0,50,5,1,2,4.13,71.3,2,1,5.3,19.0,67.0,0,3.0,0
2.3,59.0,3,1,1,40,5,10,2,3.42,33.6,1,2,6.7,1.3,84.0,1,3.0,1
8.4,55.0,3,3,0,36,4,10,1,3.83,84.5,3,3,4.9,1.0,72.0,1,6.0,1
14.7,44.0,2,3,0,36,3,4,0,3.67,59.4,5,2,0.1,17.4,42.0,1,2.0,1
21.3,67.0,1,2,1,31,4,4,0,3.81,39.5,2,2,0.8,27.0,41.0,1,0.0,1
7.0,74.0,1,1,1,30,5,4,0,3.86,32.5,2,1,2.0,6.1,57.0,1,1.0,0
2.4,73.0,1,3,1,43,4,9,3,3.44,11.2,3,0,1.1,1.0,62.0,1,4.0,0
0.4,77.0,2,2,1,26,3,6,1,3.74,64.0,1,2,3.0,10.9,67.0,1,2.0,0
7.5,70.0,3,2,1,50,5,9,2,3.76,36.4,4,2,9.1,3.2,59.0,0,5.0,1
4.1,57.0,3,2,1,34,4,9,2,3.4,32.1,3,1,5.4,9.4,32.0,0,7.0,1
2.8,78.0,5,3,0,61,5,10,2,4.12,95.0,2,3,1.2,4.6,29.0,1,4.0,1
11.8,45.0,3,1,1,29,5,10,2,3.89,27.3,3,2,2.0,11.7,72.0,1,,1
0.6,51.0,2,3,0,37,3,8,1,4.13,87.7,3,2,0.2,3.6,48.0,0,4.0,0
3.4,51.0,3,1,1,32,5,10,3,3.99,97.5,2,1,0.0,1.9,35.0,0,6.0,0
0.1,81.0,4,5,0,28,3,9,3,3.11,82.3,6,3,2.2,16.8,33.0,1,2.0,0
3.2,79.0,3,2,0,45,1,2,2,3.47,2.0,3,3,5.2,9.3,42.0,1,1.0,0
0.3,72.0,3,1,1,25,4,10,3,4.46,86.9,6,2,7.9,4.6,74.0,0,4.0,1
0.6,81.0,3,2,0,29,3,7,0,4.11,21.3,4,0,2.3,11.9,46.0,0,5.0,0
0.6,52.0,3,2,1,40,2,2,0,3.15,35.3,2,0,0.8,4.1,61.0,0,3.0,0
5.2,70.0,3,1,1,42,6,8,2,3.99,99.2,1,2,1.2,5.5,55.0,0,5.0,1
6.9,63.0,3,0,1,22,1,4,3,3.47,40.5,5,0,2.4,5.7,49.0,0,3.0,0
4.4,78.0,4,2,0,40,5,8,1,3.0,65.5,4,1,4.2,3.1,20.0,1,6.0,1
16.4,63.0,4,3,0,36,2,5,2,4.46,31.1,8,1,3.1,7.0,63.0,1,3.0,1
2.3,59.0,3,1,1,27,3,3,0,3.83,36.9,4,1,7.3,20.3,39.0,1,2.0,0
1.7,73.0,3,2,0,28,3,9,3,3.89,59.8,2,3,0.1,42.5,25.0,1,2.0,1
10.1,78.0,3,4,0,22,4,4,2,3.3,94.8,2,2,19.4,3.0,22.0,1,4.0,1
1.3,55.0,4,2,0,50,2,1,1,3.34,28.2,5,0,,33.5,59.0,1,3.0,0
16.5,64.0,1,2,1,44,6,10,3,3.16,24.7,3,2,0.6,3.9,62.0,1,8.0,1
0.1,49.0,5,2,1,23,4,3,0,4.37,2.6,0,0,0.2,7.6,16.0,0,5.0,0
17.5,28.0,2,2,0,42,4,8,1,3.14,20.2,0,3,3.8,1.3,42.0,1,4.0,1
0.2,68.0,3,3,1,30,2,2,0,4.45,26.2,5,2,5.1,11.2,55.0,1,4.0,1
11.1,74.0,4,2,1,43,3,9,1,3.41,6.3,0,2,2.6,8.6,52.0,0,2.0,1
3.8,69.0,3,1,1,31,5,6,1,3.31,56.4,5,1,1.3,13.6,42.0,0,7.0,1
24.8,36.0,3,2,0,32,2,1,1,3.78,12.7,4,2,4.1,11.0,49.0,1,6.0,1
0.4,60.0,2,2,1,32,2,7,3,3.53,51.1,1,2,4.0,47.8,64.0,1,8.0,0
4.0,32.0,3,1,0,29,3,3,1,3.84,18.9,4,2,0.6,17.6,57.0,1,6.0,0
17.4,86.0,2,2,1,48,5,10,1,3.45,93.6,4,0,6.4,40.4,60.0,0,7.0,1
3.7,49.0,3,0,1,43,3,8,2,3.67,30.7,5,1,5.5,8.9,43.0,0,3.0,1
5.0,84.0,3,4,1,36,3,2,2,3.5,9.3,2,1,0.4,4.0,31.0,1,3.0,1
5.9,79.0,5,3,0,44,4,5,3,4.14,83.6,4,0,2.5,9.1,54.0,1,4.0,1
3.0,51.0,5,2,1,22,5,3,2,4.01,40.2,2,1,2.0,7.5,62.0,0,5.0,1
4.9,48.0,2,5,0,24,1,2,2,3.9,82.0,2,1,2.5,6.7,40.0,0,7.0,1
4.4,70.0,3,4,0,39,2,2,1,4.22,31.2,4,3,2.5,6.2,53.0,1,7.0,1
11.6,52.0,2,2,1,42,2,3,0,3.91,50.0,2,2,3.0,20.0,50.0,1,5.0,1
0.2,67.0,1,1,1,38,1,9,1,3.87,44.5,2,3,1.3,16.2,25.0,1,5.0,0
1.6,58.0,2,0,0,22,3,3,1,3.75,55.8,1,1,2.5,12.4,48.0,1,5.0,0
15.0,38.0,5,0,0,25,2,2,1,3.51,40.2,3,3,0.4,12.4,53.0,1,4.0,0
11.0,32.0,4,2,0,39,3,6,2,3.51,49.7,2,3,0.8,5.6,43.0,1,3.0,1
3.0,68.0,2,0,1,57,3,3,1,3.86,67.9,0,1,0.4,6.9,66.0,0,4.0,0
4.8,57.0,2,4,1,46,3,7,3,4.21,41.5,6,2,0.8,2.0,31.0,1,2.0,0
1.6,57.0,3,1,1,49,5,8,3,4.03,68.4,0,2,0.0,10.4,82.0,1,3.0,0
1.0,75.0,3,2,0,38,2,8,2,4.03,71.4,2,1,0.2,1.8,50.0,0,1.0,1
3.1,83.0,3,3,1,38,3,6,2,3.36,74.9,1,1,6.4,29.6,47.0,1,6.0,1
2.2,61.0,3,2,1,26,2,2,1,4.01,47.1,3,1,0.9,6.4,64.0,0,3.0,0
4.4,60.0,4,5,1,44,3,7,1,3.64,0.4,4,3,,1.0,28.0,0,4.0,1
0.4,73.0,3,1,1,34,4,8,3,3.87,75.4,2,2,1.9,1.0,84.0,1,5.0,1
18.3,45.0,4,0,1,41,4,8,0,4.02,90.9,4,1,1.6,13.5,40.0,1,2.0,1
21.4,68.0,3,3,1,35,3,4,1,3.34,65.3,1,2,7.8,11.3,63.0,0,2.0,1
6.0,73.0,3,2,1,38,5,8,0,3.86,52.5,3,0,2.7,17.7,50.0,1,7.0,1
3.8,75.0,4,3,0,34,4,5,2,3.89,56.0,1,0,2.9,16.6,35.0,1,3.0,1
1.9,36.0,4,2,1,37,2,2,0,4.2,64.1,1,2,2.5,1.0,65.0,0,2.0,0
8.4,54.0,3,0,1,44,2,2,3,3.59,99.9,2,3,1.3,2.2,58.0,1,3.0,1
5.8,52.0,3,2,1,24,4,7,1,3.78,6.2,3,1,,4.7,96.0,1,3.0,1
0.9,66.0,4,1,0,22,6,1,3,3.87,2.1,2,1,0.2,1.0,56.0,1,7.0,0
12.1,72.0,2,3,0,39,3,4,3,3.59,96.4,2,1,1.3,2.4,40.0,0,2.0,1
8.6,87.0,1,3,1,48,2,1,2,3.59,44.0,3,2,4.3,10.5,22.0,1,7.0,1
15.0,58.0,3,1,1,50,5,4,2,3.57,61.2,1,1,0.1,7.3,39.0,1,6.0,1
6.5,58.0,4,0,1,24,2,2,0,3.75,75.3,4,1,,23.6,54.0,1,7.0,1
4.8,82.0,4,3,0,31,4,7,3,4.5,74.2,4,2,1.9,3.0,44.0,1,2.0,1
2.7,69.0,4,1,0,22,1,8,2,3.76,64.7,4,1,1.2,9.2,61.0,1,5.0,0
13.5,84.0,3,6,0,30,1,3,1,4.0,47.2,3,3,4.8,23.7,55.0,0,2.0,1
10.1,69.0,2,2,0,45,3,4,1,3.81,57.6,0,1,5.6,1.0,31.0,1,5.0,1
0.2,48.0,3,1,0,35,4,8,0,3.68,73.0,3,1,,24.5,44.0,1,2.0,0
0.1,45.0,4,2,1,32,2,1,2,3.79,85.1,1,3,2.3,5.1,37.0,1,4.0,0
2.4,42.0,2,2,1,40,4,2,0,4.11,12.7,5,1,11.5,23.6,55.0,0,4.0,0
